2025-09-23 02:51:22 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:26 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
2025-09-23 02:51:27 [ERROR]: GET /payment/room-availability | MESSAGE: roomId, checkIn, and checkOut are required query parameters. | STACK: undefined
